day,average_speed
12777,10.760072663704856
12778,10.555324809518554
12779,10.85115591957349
12780,11.098302416802873
12781,11.17424454182529
12782,11.378793811263872
12783,11.33628623119922
12784,11.022229798124807
12785,10.958919953385053
12786,11.281125302034733
12787,11.134781224113437
12788,10.869826523164138
12789,10.642920535369118
12790,10.386942114322178
12791,10.452760380430707
12792,10.525526611511806
12793,10.32210719170101
12794,10.552693828584465
12795,10.504922818004772
12796,10.50473433035568
12797,10.315933309375772
12798,10.993880290734442
12799,10.886613666659153
12800,11.106969405323767
12801,11.073673843036566
12802,10.971833748240055
12803,11.12889628642333
12804,11.229987200315824
12805,11.318419601228
12806,11.677783959460696
12807,11.532036635906929
12808,11.693254049039775
12809,11.850944249656933
12810,11.913732540197431
12811,11.94205052855085
12812,12.3360247535192
12813,12.452792645639631
12814,12.501504689965948
12815,12.597873663641419
12816,12.80639776844437
12817,12.890505066129304
12818,12.740997170417018
12819,12.764270956288222
12820,12.8976108627119
12821,12.539820786588603
12822,12.638969249728683
12823,12.657403976873043
12824,12.475728603480215
12825,12.845528597013793
12826,12.618326513870375
12827,12.650862546440482
12828,12.29650302494246
12829,11.881818381987209
12830,12.04323234207342
12831,12.203474742969368
12832,12.251384060163495
12833,12.668877426949056
12834,13.06344828071152
12835,12.949316274175871
12836,12.707584498027323
12837,12.443528308182174
12838,12.629688874317766
12839,12.438940699591745
12840,12.365868763597474
12841,12.259473479723683
12842,12.600808331015267
12843,13.229828321406002
12844,12.923459536348087
12845,12.496301216095805
12846,12.60144260182986
12847,12.814182551994705
12848,12.726520328092917
12849,12.615166212049447
12850,12.700045093618256
12851,12.769838904139506
12852,12.550669365232457
12853,12.915971097617609
12854,13.003355843968698
12855,12.91705438308916
12856,12.799838127886428
12857,12.607881507828223
12858,12.801691410482356
12859,13.026698806146804
12860,13.225527423013572
12861,13.415507714813355
12862,13.44294969842202
12863,13.376664464297352
12864,13.353812394209877
12865,13.277865286040699
12866,13.262684073042717
12867,13.075997185378096
12868,13.057661457544707
12869,12.902206873610195
