5,6.84
6,9.12
7,9.96
8,11.0
9,13.0
10,14.12
11,15.04
12,17.4
13,17.4
14,19.12
15,20.36
16,21.64
17,22.4
18,24.12
19,24.8
20,26.4
21,27.68
22,27.96
23,28.64
24,28.64
25,30.52
26,31.76
27,32.44
28,34.12
29,34.0
30,35.52
31,36.56
32,37.36
33,37.72
34,37.96
35,40.44
