day,average_speed,average_size,average_intelligence
503,23.66809884040685,0.9565742917420067,4.160021893532371
504,24.21986986167894,0.9550044549707007,4.104595145530146
505,24.12545071659666,0.9535315872565567,4.077295152480182
506,24.18107953275012,0.957740510779191,4.065946353950309
507,24.310911310223247,0.975074594222728,4.054629632245519
508,24.046975098423623,0.9804604365672176,4.082903015022777
509,24.13038460633814,0.9827915627896687,4.177000230389388
510,24.328168127913585,0.9948827281415868,4.252274801911524
511,24.264714546695632,0.990435734630683,4.364773224099466
512,23.94919380308023,0.9954591618858207,4.338939125753616
513,24.12496650810783,0.9915821544235629,4.198066289687866
514,23.559353948964006,0.9634052658316865,4.175258255603941
515,24.09804576687579,0.9812644397667813,4.2320226759647825
516,22.81493183345993,0.9501485709088887,4.2955781364002785
517,24.010456034281166,0.9516057339003156,4.403085226032184
518,25.500053865485903,0.9794676669776062,4.441850781573015
519,24.477982985989847,0.9870217792606426,4.335686905526157
520,23.805797195801688,0.9941105243095067,4.225302865439831
521,24.20418243070338,0.9984685979189255,4.286919021985748
522,24.368220618340356,1.0097595383512172,4.213791421553109
523,25.205916221799146,1.0413287723464473,4.3356265995998715
524,24.755155505848062,0.9861848572365901,4.424276177877699
525,25.247256823262553,1.0100185801144062,4.431787398957987
526,25.63080995832267,1.017904645364287,4.360778716056445
527,26.116851389573828,1.0364706234597258,4.447981816452786
528,25.17209256943473,1.0616494623390162,4.3343542397341395
529,24.904278336415683,1.0815170864578838,4.398293721013689
530,25.845892791112632,1.096080838251049,4.36761729503742
531,25.77069210273555,1.0885291370412697,4.466093874798411
532,26.249353304479854,1.0778182291131242,4.483108164598521
533,26.721200110052255,1.0901114918031891,4.454218865110832
534,26.24403985029453,1.0913251660286185,4.449478422384289
535,26.19383708000601,1.0664392718557238,4.31489021600514
536,26.275615831753885,1.0483753290163789,4.256376314200952
537,25.618030526742885,1.0586048929930636,4.2980719872841355
538,25.45800588677774,1.067718896589348,4.401962903484559
539,25.473830150951716,1.0876607860549359,4.481868909479669
540,24.14851953426383,1.095401548823445,4.3262579934712875
541,24.35912967103897,1.1198756679997481,4.147200749053371
542,23.71711236725177,1.167076314953664,4.1243115197213545
543,23.292221898915564,1.1739949109133232,4.135278610665085
544,23.346418909982468,1.190943368929487,4.045954795786891
545,24.429310169290968,1.2026519184737121,4.076189706578703
546,24.544566498986775,1.1860334504125138,4.056895994788395
547,24.469174234575817,1.1376318626250344,4.069943163439822
548,24.723195086426674,1.1631251056838086,4.054569792664745
549,23.682793038048324,1.0906404790644078,3.9963389379802425
550,23.662998122747403,1.0686032322807895,3.9849038011912956
551,24.55234975755419,1.0861226563156055,4.09990311695586
552,25.018298845752444,1.07599068999554,4.083262537635213
553,25.887540806040825,1.0902566207581263,4.016075466673056
554,25.70209620068224,1.0381788297449805,4.113644873715125
555,26.13000489148109,1.0506307579337484,4.187361025419212
556,25.888937036093193,1.0648181178811158,4.1183642296331096
557,26.15140759324156,1.0877955654318383,4.088480800851414
558,27.061036167937726,1.0923358056637602,4.14758500002969
559,27.144006391868647,1.0760836956026572,4.155825603122271
560,27.58557723396108,1.082913369942076,4.224868012477391
561,26.429383413994476,1.0972727930438932,4.178269836360456
562,26.042720017707058,1.1467364736182795,4.079492835162107
563,25.841458752851977,1.1747426263690408,4.0804070237360515
564,25.718370297245848,1.2091331341585894,4.007864234984112
565,25.542156227218555,1.1931347858038477,4.035518108171615
566,24.91828148905729,1.2223580810747525,3.920116382635767
567,24.659303430048396,1.226297130939868,3.8379898081844903
568,24.797048265801525,1.2538107931932887,3.758801434690914
569,24.45645029622085,1.2456981356712138,3.7952956820216563
570,24.675757221028167,1.2287371636631677,3.8154282715732464
571,25.12628894359751,1.238734597839413,3.837768542723511
572,24.62452484042102,1.2253079737774895,3.825142379507547
573,25.58212175836881,1.2328916671467287,3.857351031471481
574,25.83556321690227,1.2218856385120593,3.9099065999809235
575,24.728574862244322,1.171727917996267,3.9188410447192963
576,24.273938535740857,1.1655658577165167,3.9157356609255274
577,24.97100314402363,1.1638649357185737,3.9870552762938685
578,24.66760873389303,1.1728059883832702,4.006824699852929
579,24.431974322826996,1.1356099071157502,4.179335565763503
580,24.654751697179474,1.1211453367757522,4.393943427688057
581,24.54212870398652,1.1030667124588442,4.386783737797381
582,24.52905764748676,1.0859443236054203,4.453299381485844
583,24.528418089852316,1.0766283671104806,4.483349810039384
584,24.2184106992075,1.0572530118068555,4.449382071965994
585,24.491786485076155,1.0353623801345573,4.4869139391549036
586,24.370176257581253,0.988242623929952,4.572053598705556
587,23.990552753500292,0.9710499810101287,4.814191039787903
588,24.32037877925646,0.9723125693097076,4.901600237555375
589,24.574080506355465,0.9673222817570497,4.888439583582877
590,25.20003875629966,0.9702240748887928,4.901721434395413
591,25.065326319173256,0.9628579189645516,4.8655782512620895
592,24.319532931541822,0.9385879685446777,4.986121195120667
593,23.077209047193694,0.9376085616831279,4.8698752981293705
594,22.674298636050903,0.9458857346175044,4.852379710354066
595,22.56892424560929,0.9435543091353059,4.802143163365814
596,22.164758005030237,0.9319259978499268,4.952875320997788
597,21.80289138603294,0.9375731960886935,4.913657281230089
598,22.52520392068154,0.9365674813529308,5.025983189705725
599,22.98259387807142,0.924279119050019,4.981715631963674
600,23.145531860106058,0.9283092653844669,4.895145963716908
601,23.892058459344952,0.9190127405619266,4.957904041366459
602,22.87418071405293,0.9481919554426396,4.762978237452218
603,23.372104085516995,0.9528666383575077,4.729348958325884
604,23.411316231693263,0.9638154646658559,4.704517027572887
605,23.196767453029132,0.9724244047215382,4.461376714179009
606,23.291039510253803,0.9810829941536598,4.423878316239579
607,23.959799427635478,0.9726311378889579,4.535879931227609
608,24.044031281635082,0.964319563142535,4.481483026611385
609,24.10686041800926,0.9633198551143912,4.391168602721011
610,24.359419726816164,0.9688018496018554,4.414972239636124
611,23.582236956171297,0.9883940930469188,4.25436571213552
612,24.226428667027477,0.988841593697576,4.3891072467893455
613,25.02168562367046,0.9880499422472185,4.465360880015897
614,24.596914661905593,0.9935217011402945,4.346174282531836
615,23.212107020090976,0.9892116951224175,4.231436531896644
616,22.507992698480848,1.0038328008927535,4.1228165157421035
617,22.815382778937657,0.9949262329372535,4.126518018788385
618,22.466092647018293,0.9977954086394495,4.116679035210309
619,23.33716145989873,1.0065207242809107,4.1957886574686265
620,23.638668805147308,1.0248213169004257,4.201564130599144
621,24.092125478113683,1.0374771237344795,4.1961401929861735
622,23.467496481873212,1.0212228201020754,4.226132673984488
623,23.199991286126934,1.0374864571704772,4.4012704909530385
624,22.96113781784298,1.044566429991939,4.352758673460277
625,22.817010366887857,1.0572133993676387,4.398818861671836
626,22.908354774454086,1.0480742241270253,4.472530406827742
627,23.400134874476425,1.0364275750017413,4.463828762326913
628,23.42690752339691,1.0232173834409124,4.522623563008272
629,23.50160566431371,1.0139692710147792,4.604762948388578
630,22.434164529470475,1.0219504146001768,4.466833077259729
631,23.01553303738641,1.0281091931345867,4.495974035366757
632,23.689287228719266,1.0495974655759484,4.6463456652517605
633,22.869579418873837,1.0415719479651098,4.426580309462525
634,22.876786132896374,1.0608583900114377,4.423154963717738
635,22.936435658585378,1.0647152476132884,4.385381992402862
636,23.099271873588744,1.0662504962507002,4.317920721329491
637,22.239423233321247,1.0839316291441659,4.126705185101489
638,21.660284714177603,1.0735406353236543,4.209947811436504
639,21.715374804653866,1.0726719414248984,4.109898962577996
640,20.853947534931933,1.0773522148015446,3.9663449874224748
641,20.97884450640327,1.0549656513108525,3.9833658639232055
642,21.9985874853988,1.0430775269572423,4.1202849045834125
643,22.103634416858572,1.0283784495310286,4.118762623125756
644,21.819528553040016,1.0272016489510247,4.054840365097876
645,22.708596848295908,1.0252038797117857,4.059575712255144
646,23.439283122113896,1.039253799216049,4.129077813792664
647,24.451622731066323,1.0377111514814117,4.2485525572805765
648,25.353752346937675,1.0414229870367155,4.457897709565225
649,26.06959620414623,1.0435294290974868,4.4898979036294735
650,25.825646142415703,1.054940008386311,4.51521634043413
651,25.693920303708676,1.0524198411833168,4.573166760040943
652,25.405648615882615,1.0591939475786125,4.518747649016976
